speaker_first_name,speaker_last_name,speaker_title,company_name,speaker_linkedin,talk_title,event_name,event_date,event_location,website,city,state,category,source_url
Takeshi,Kimura,,Special Adviser to the Board,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Yoko,Monoe,,"CMA, Senior Consultant Sustainable Investment WEALTH",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Hiroyuki,Nomura,,"Operating Officer, Senior General Manager, Investment Planning Department, JAPAN POST INSURANCE",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Yushi,Nagano,Head of JICA DXLab,Japan International Cooperation Agency JICA,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Robert,Abballe,Director of Equity Strategy Research,FLP Atrato Consulting,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Paul,A. Argenti,Professor of Corporate Communication,The Tuck School of Business at Dartmouth,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Mary,Armstrong,Global Head of Marketing & Corporate Affairs,General Atlantic,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Michaela,Balderston,Chief Communications Officer,Lead Edge Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Charles,Bauer,Partner - Head of Investor Relations,EnCap Investments L.P.,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Robert,Caporale,President,"Strategic & Digital Solutions, Gen II",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Richard,Carpenter,Chief Executive Officer,Bladonmore,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Annie,Caucci,Director of Marketing,NewSpring Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Catherine,Chen,Director,"IR, FFL Partners",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Shavonne,Johnson Correia,Head of Investor Relations and Marketing,KPS Capital Partners,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Cian,Cotter,Managing Director - Investor Relations,Insight Partners,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Sean,Cumiskey,Head of Investor Relations,Omega Funds,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Smita,Dak-Shah,Principal,"Private Equity, Sagard",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Jenny,Delaney,Head of Investor Relations for Equity Private Markets and GP/LP Solutions,BlackRock,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Lindsay,DeLarme,Managing Director and Head of Marketing & Communications,"Oaktree Capital Management, L.P.",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Kristy,DelMuto,Vice President,"Marketing, Mainsail Partners",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Michelle,Daubar,Partner,"Investor Relations & Capital Formation, Oak HC/FT",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Rebecca,Ellice-Flint,Principal,"Investor Relations, Arcus Infrastructure Partners",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Ray,Grant,VP,"Strategic Initiatives, Altvia",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Amy,Harsch,Partner,"Head of Capital Formation and Investor Relations, BayPine",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Mac,Hofeditz,Managing Director and Head of Marketing and Investor Relations,Vector Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Aarti,Iyer,Senior Vice President,"Communications and Marketing, Fengate Asset Management",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Ashley,Johansen,Managing Director and Head of Investor Relations,Monomoy Capital Partners,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Angela,Johnson,Managing Principal and Head of Global Client Solutions and Strategic Partnerships,Noble Investment Group,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Ruth,Lane,Head of Investor Relations,Sterling Investment Partners,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Stacey,Monteiro Leanos,Partner - Fundraising & Investor Relations,Glynn Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Debbie,Liao,Partner – IR,Battery Ventures,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
David,Lippin,Managing Director & Head of Investor Relations,One Equity Partners,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Ashley,Nahmias,Director of Investor Relations,Excelsior Energy Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Ken,MacFadyen,Vice President,"Marketing & Communications, Audax",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Kyle,Mc Garvey,Head of Investor Relations,ITE Management L.P.,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Natalya,Michaels,Head of Investor Relations,Paine Schwartz Partners,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Kathryn,Pothier,Partner,Epiris,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Caroline,Redmond,Managing Director,"Head of Investor Relations, CIFC Asset Management",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Jordan,Robinson,Head of Strategic Relationships,Prospect Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Anne-Sophie,Roy,Senior Vice President,"Investor Relations, Axium Infrastructure",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Samantha,Rubin,Vice President – Investor Relations,Tiger Infrastructure Partners,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Miriam,Sanders,Director,"Investor Relations, Sands Capital",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Antonia,Schwartz,Managing Director,"Head of Investor Relations, Lotus Infrastructure Partners",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Jake,Siewert,Head of Global Public Policy and Political Risk,Warburg Pincus,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Hadi,Tabbaa,Managing Director,Foresite Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Chris,Tamms,Network Director,"Peer-to-Peer Memberships, PEI Group",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Iris,Tomczyk,Principal,DigitalBridge,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Sarah,Tomolonius,Partner,"Head of Investor Relations, M13",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Gabe,Torres,Vice President and the Head of Investor Relations,Grey Rock Investment Partners,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Mike,Weinberg,Managing Partner,LLCP,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Andrea,Wenner,Andrea  Wenner,"Managing Director of Investor Relations and Strategic Partnerships, MSquared",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Lauren,Young,IR Associate,"LIGO Family Office Partners, and Founder of Living Waters",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Cherry,Zhi,Principal,"Investor Relations, Paine Schwartz Partners",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Jennifer,Zhu,Managing Director,"Investor Relations, Incline Equity Partners",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Karen,Bommart,Partner,"Head of IR, Battery Ventures",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Scott,Brown,Partner,"Head of Platform, Cervin Ventures",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Rafael,Canton,,"Reporter, PE Hub",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Jen,Fukui Castells,Founder & Communication Expert,Gravitas Partners,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Signe,C.W. Conway,Managing Director,The Wallace Foundation,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Scott,Couto,President,Star Mountain Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Rebecca,Darcy,Managing Director,InvestorFlow,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Farrell,Denby,,"Corporate Communications, Oaktree Capital Management, L.P.",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Mary,Kathleen (MK) Flynn,Editor-in-Chief,PE Hub,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Lauren,Gambardella,Head of Talent,Arsenal Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Dan,Gunner,Director of Research and Analytics,PEI Group,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Cynthia,Haidar,Director,"Investments, Doris Duke Foundation",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Michael,Hong,Partner,Davis Polk,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Lauren,Hubbert,Senior VP,Brookfield Asset Management,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Katie,Hulgrave,Principal,Platinum Equity,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Christopher,Kelly,Sales Director SIPA,"North America, SIPA, Part of PEI",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Matt,Krugman,Managing Director,Prospect Capital Management,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Shelley,Capito Macleod,Vice President,"Marketing, Catalio Capital Management",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Harmony,Marques,Investor Relations and Capital Formation Manager,TZP Group,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Ben,Mazza,Head of Digital Solutions,Gen II,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Kate,McGann,Principal,"Corporate Communications & PR, Hamilton Lane",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Bridget,Michalowski,Investor Relations Manager,Clean Energy Ventures,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Oliver,Norton,Head of Americas,Atominvest,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Brad,Pietras,Partner,"Chief Financial Officer and Head of Operations, 154 Partners",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Lindsey,Press,Global Head of Investor Relations,HGGC,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Ellinor,Schrewelius,Principal,"Investor Relations, Verdane",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Yokasta,Segura-Baez,Managing Director,"Investor Relations, ArcLight Capital Partners",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Leslie,Shribman,Head of Communications,Advent International,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Nikki,Stokes,Head of Partnerships,Otro Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Junaid,Subhan,Vice-President,"Legal Affairs & Chief Compliance Officer, Sagard",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Katie,Twomey,Senior Vice President of Finance & Operations,Illumen Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Bhavika,Vyas,Managing Director,Stepstone Group,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Caitlin,Brodie,Managing Director,Carlyle,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Jennifer,Delaney,Head of Investor Relations for Equity Private Markets,BlackRock,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Susan,Stella,Head of Investor Relations and Impact,Activate Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Elizabeth,Yates,Senior Director,"Investor Relations and Head of Americas, Thoma Bravo",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,committee,https://www.peievents.com/en/advisory-board
Pricing,& Registration,Hedge Fund Managers,Allocators & Senior Operational Leaders,,,Hedgeweek US Summit 2026,September 2026 (TBC),New York,,,,speaker,https://events.hedgeweek.com/us-summit
Swiss,Digital Bank,where he was CIO and Chief Commercial Officer. Prior to this,he had been CIO of Al Mal Capital (Dubai Investments),,,Hedgeweek US Summit 2026,September 2026 (TBC),New York,,,,speaker,https://events.hedgeweek.com/us-summit/speakers
Seven,Canyons Advisors,as an Equity Research Analyst for Wasatch Global Investors,as a Principal for a Global Macro Hedge Fund and as an analyst for JPMorgan Chase,,,Hedgeweek US Summit 2026,September 2026 (TBC),New York,,,,speaker,https://events.hedgeweek.com/us-summit/speakers
Book,Partners,he founded and was Portfolio Manager/Managing Member of Conatus Capital,a multi-billion-dollar global long/short equity fund manager. David was a Partner,,,Hedgeweek US Summit 2026,September 2026 (TBC),New York,,,,speaker,https://events.hedgeweek.com/us-summit/speakers
Lone,Pine Capital,an associate at McKinsey & Company and served as Trustee and Chair of the Investm,,,,Hedgeweek US Summit 2026,September 2026 (TBC),New York,,,,speaker,https://events.hedgeweek.com/us-summit/speakers
Blackstone,Strycker View Capital,a financial sector hedge fund,and began his career with Blackstone Strategic Capital Group focused on seed and,,,Hedgeweek US Summit 2026,September 2026 (TBC),New York,,,,speaker,https://events.hedgeweek.com/us-summit/speakers
Chief,Investment Officer,the Chief Executive Officer and Head of J.P. Morgan Alternative Asset Management.,,,,Hedgeweek US Summit 2026,September 2026 (TBC),New York,,,,speaker,https://events.hedgeweek.com/us-summit/speakers
